Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A717559,*Chelsea,12/17/2015 03:03:00 PM,12/17/2015 03:03:00 PM,09/30/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A674490,Princess,06/26/2014 02:08:00 PM,06/26/2014 02:08:00 PM,07/13/2013,Euthanasia,Behavior,Dog,Spayed Female,11 months,Pit Bull Mix,Brown/White
A800411,,07/24/2019 09:46:00 PM,07/24/2019 09:46:00 PM,07/20/2018,Adoption,,Dog,Spayed Female,1 year,Miniature Pinscher,Black/Tricolor
A775046,Moto,06/30/2018 11:58:00 AM,06/30/2018 11:58:00 AM,06/30/2014,Return to Owner,,Dog,Intact Male,4 years,Great Dane Mix,Blue
A736158,,10/09/2016 05:46:00 PM,10/09/2016 05:46:00 PM,10/05/2015,Adoption,,Dog,Spayed Female,1 year,Pekingese Mix,Tricolor
A774666,,06/24/2018 01:14:00 PM,06/24/2018 01:14:00 PM,05/18/2018,Disposal,,Other,Unknown,1 month,Bat Mix,Red
A670479,*Regina,01/14/2014 12:54:00 PM,01/14/2014 12:54:00 PM,08/13/2013,Adoption,,Dog,Spayed Female,5 months,Dachshund Mix,Black/Brown
A717390,Charlotte,12/11/2015 02:40:00 PM,12/11/2015 02:40:00 PM,12/07/2005,Adoption,,Cat,Spayed Female,10 years,Himalayan,Blue Point
A739823,*Bayla,01/28/2017 02:06:00 PM,01/28/2017 02:06:00 PM,07/07/2016,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Blue Tabby/White
A732379,*Geena,09/23/2016 04:12:00 PM,09/23/2016 04:12:00 PM,07/06/2016,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,White/Brown Tabby
A813320,*Birch,02/19/2020 04:58:00 PM,02/19/2020 04:58:00 PM,02/07/2018,Adoption,,Dog,Spayed Female,2 years,Alaskan Husky,White
A769317,Tuna,08/20/2018 05:28:00 PM,08/20/2018 05:28:00 PM,04/03/2015,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black
A679978,*Mimi,07/13/2014 06:48:00 PM,07/13/2014 06:48:00 PM,05/06/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A692064,,11/25/2014 06:35:00 PM,11/25/2014 06:35:00 PM,01/13/2014,Transfer,SCRP,Cat,Unknown,10 months,Domestic Shorthair Mix,Orange Tabby
A818688,*Finola,06/19/2020 05:11:00 PM,06/19/2020 05:11:00 PM,01/28/2020,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby
A799820,*Bono,07/17/2019 12:54:00 PM,07/17/2019 12:54:00 PM,07/17/2014,Adoption,,Dog,Neutered Male,5 years,Miniature Poodle,Black
A808396,Frankie,12/02/2019 05:49:00 PM,12/02/2019 05:49:00 PM,06/08/2019,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,White/Gray
A785174,Roxie,11/28/2018 05:15:00 PM,11/28/2018 05:15:00 PM,09/12/2018,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Brown/White
A617161,Stormy,04/07/2015 08:41:00 AM,04/07/2015 08:41:00 AM,12/25/2004,Adoption,Foster,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
A779072,,09/02/2018 07:09:00 PM,09/02/2018 07:09:00 PM,08/25/2016,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A663911,*Brian,10/15/2013 01:13:00 PM,10/15/2013 01:13:00 PM,09/26/2012,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A729168,,06/21/2016 03:54:00 PM,06/21/2016 03:54:00 PM,06/05/2016,Transfer,Partner,Dog,Unknown,2 weeks,Pit Bull Mix,Black/White
A742520,Stacy,08/25/2019 02:00:00 PM,08/25/2019 02:00:00 PM,01/23/2015,Return to Owner,,Dog,Spayed Female,4 years,Pekingese,Buff/White
A786187,Mowgli,12/10/2019 05:42:00 PM,12/10/2019 05:42:00 PM,10/20/2017,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tricolor
A712822,,10/11/2015 02:07:00 PM,10/11/2015 02:07:00 PM,07/28/2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Blue Tabby
A698162,,03/07/2015 09:43:00 AM,03/07/2015 09:43:00 AM,02/06/2015,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A798214,*Emmy Lou,08/03/2019 08:14:00 AM,08/03/2019 08:14:00 AM,05/08/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A746518,*Elvis,04/24/2017 02:58:00 PM,04/24/2017 02:58:00 PM,04/04/2004,Transfer,Partner,Dog,Neutered Male,13 years,Chow Chow Mix,Brown
A731245,Jill,04/29/2017 09:48:00 AM,04/29/2017 09:48:00 AM,07/19/2008,Adoption,Foster,Dog,Spayed Female,8 years,Shiba Inu/Australian Kelpie,Black/White
A702599,Sawyer,05/23/2015 12:36:00 PM,05/23/2015 12:36:00 PM,02/26/2015,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Yellow/White
A695676,Poppa,01/30/2015 03:16:00 PM,01/30/2015 03:16:00 PM,08/01/2010,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A760138,*Ferdinand,12/22/2017 05:12:00 PM,12/22/2017 05:12:00 PM,08/18/2017,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A733313,Sugar,08/25/2016 05:08:00 PM,08/25/2016 05:08:00 PM,08/22/2011,Return to Owner,,Dog,Spayed Female,5 years,Pit Bull Mix,White/Red
A750453,,06/04/2017 06:53:00 PM,06/04/2017 06:53:00 PM,03/30/2017,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A821043,,08/11/2020 06:13:00 PM,08/11/2020 06:13:00 PM,05/03/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby
A753633,Bear,07/13/2017 04:56:00 PM,07/13/2017 04:56:00 PM,05/09/2017,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A795703,Pancakes,06/30/2019 12:04:00 PM,06/30/2019 12:04:00 PM,04/24/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A755552,*Shadow,03/10/2018 12:31:00 PM,03/10/2018 12:31:00 PM,07/04/2017,Adoption,Foster,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black
A754886,,07/30/2017 06:28:00 PM,07/30/2017 06:28:00 PM,07/26/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Gray/Tan
A783907,Fezzik,09/27/2019 12:40:00 PM,09/27/2019 12:40:00 PM,04/23/2018,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Orange Tabby
A740819,*Freda,12/29/2016 05:19:00 PM,12/29/2016 05:19:00 PM,04/23/2016,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,White/Calico Point
A811044,Lola,01/09/2020 03:12:00 PM,01/09/2020 03:12:00 PM,03/26/2019,Adoption,,Dog,Spayed Female,9 months,German Shepherd,Black/Tan
A801891,Worthy,08/19/2019 06:32:00 PM,08/19/2019 06:32:00 PM,08/12/2014,Return to Owner,,Dog,Neutered Male,5 years,Australian Shepherd,White/Gray
A717139,,01/21/2016 03:51:00 PM,01/21/2016 03:51:00 PM,10/02/2015,Transfer,Partner,Dog,Spayed Female,3 months,Labrador Retriever Mix,Brown/White
A739911,,12/12/2016 11:21:00 AM,12/12/2016 11:21:00 AM,12/08/2007,Transfer,Partner,Dog,Intact Male,9 years,Pug,Tan/Black
A731977,,07/30/2016 02:24:00 PM,07/30/2016 02:24:00 PM,07/23/2016,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black Tabby
A703607,,06/25/2015 03:32:00 PM,06/25/2015 03:32:00 PM,04/30/2015,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Blue
A697437,,02/24/2015 08:40:00 AM,02/24/2015 08:40:00 AM,08/23/2014,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat Mix,Brown
A760314,,10/20/2017 04:23:00 PM,10/20/2017 04:23:00 PM,08/20/2017,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Lynx Point
A726803,*Tony,05/22/2016 12:09:00 PM,05/22/2016 12:09:00 PM,05/14/2013,Adoption,,Dog,Neutered Male,3 years,Miniature Poodle Mix,White
A766715,,02/15/2018 03:20:00 PM,02/15/2018 03:20:00 PM,01/02/2018,Transfer,Partner,Dog,Intact Female,1 month,Australian Shepherd Mix,Tricolor
A626367,Diamond,01/21/2017 05:00:00 PM,01/21/2017 05:00:00 PM,11/06/2009,Return to Owner,,Dog,Spayed Female,7 years,Labrador Retriever/Vizsla,Chocolate
A731061,,07/28/2016 12:00:00 AM,07/28/2016 12:00:00 AM,01/15/2016,Transfer,Partner,Bird,Intact Male,6 months,Chicken Mix,Black
A641381,Doggie Doo,02/12/2015 05:30:00 PM,02/12/2015 05:30:00 PM,02/07/2007,Return to Owner,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown
A801196,Charlie,08/05/2019 12:51:00 PM,08/05/2019 12:51:00 PM,10/28/2018,Return to Owner,,Dog,Neutered Male,9 months,Labrador Retriever/German Shepherd,Tan/Brown
A685330,,09/24/2014 03:23:00 PM,09/24/2014 03:23:00 PM,04/04/2014,Return to Owner,,Cat,Neutered Male,5 months,Snowshoe Mix,Gray/White
A768481,,03/24/2018 04:57:00 PM,03/24/2018 04:57:00 PM,03/20/2016,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream
A678372,Shadow,05/11/2014 06:22:00 PM,05/11/2014 06:22:00 PM,11/08/2013,Transfer,Partner,Dog,Spayed Female,6 months,Staffordshire Mix,Blue/White
A703987,*August,06/07/2015 01:30:00 PM,06/07/2015 01:30:00 PM,05/01/2015,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A746077,Briana,11/13/2017 05:16:00 PM,11/13/2017 05:16:00 PM,05/28/2016,Return to Owner,,Dog,Intact Female,1 year,Alaskan Husky Mix,White/Brown
A800282,*Titania,07/30/2019 03:25:00 PM,07/30/2019 03:25:00 PM,06/30/2019,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie
A735894,Marley,03/04/2017 04:08:00 PM,03/04/2017 04:08:00 PM,02/01/2016,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A707622,,07/15/2015 04:13:00 PM,07/15/2015 04:13:00 PM,06/21/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
A751018,Oreo,09/02/2017 02:30:00 PM,09/02/2017 02:30:00 PM,05/19/2017,Adoption,Foster,Other,Intact Female,3 months,Rabbit Sh Mix,Black/White
A693162,,12/24/2014 08:49:00 AM,12/24/2014 08:49:00 AM,10/28/2014,Adoption,Foster,Dog,Neutered Male,1 month,Australian Cattle Dog/Border Collie,Black/White
A706511,*Pabst,07/08/2015 07:16:00 PM,07/08/2015 07:16:00 PM,06/29/2014,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/Black
A771537,Baby Blue,05/18/2018 04:14:00 PM,05/18/2018 04:14:00 PM,05/06/2017,Rto-Adopt,,Dog,Spayed Female,1 year,Blue Lacy Mix,Blue/White
A761010,,10/29/2017 11:01:00 AM,10/29/2017 11:01:00 AM,10/27/2004,Euthanasia,Suffering,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Calico/Black
A810294,Carnelo,12/11/2019 11:39:00 AM,12/11/2019 11:39:00 AM,04/10/2019,Return to Owner,,Dog,Intact Male,8 months,Pit Bull/Chinese Sharpei,Brown/White
A698800,Emma,03/19/2015 12:45:00 PM,03/19/2015 12:45:00 PM,03/18/2011,Return to Owner,,Dog,Spayed Female,4 years,Siberian Husky Mix,Sable
A768337,*Lyle,07/29/2018 07:39:00 PM,07/29/2018 07:39:00 PM,03/17/2014,Adoption,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black
A702560,*Batman,07/07/2015 07:56:00 AM,07/07/2015 07:56:00 AM,04/15/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A771051,*Maxwell,05/06/2018 01:51:00 PM,05/06/2018 01:51:00 PM,04/29/2017,Adoption,,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Black/White
A775791,Axl,06/27/2019 06:19:00 PM,06/27/2019 06:19:00 PM,07/04/2013,Return to Owner,,Dog,Intact Male,5 years,Boxer Mix,Brown/White
A657709,*Roy,03/07/2014 03:47:00 PM,03/07/2014 03:47:00 PM,07/01/2011,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A819370,Baby,10/20/2020 10:18:00 AM,10/20/2020 10:18:00 AM,06/28/2010,Adoption,Foster,Dog,Spayed Female,10 years,Yorkshire Terrier,Black/Tan
A704759,,06/08/2015 05:57:00 PM,06/08/2015 05:57:00 PM,06/08/2005,Euthanasia,Suffering,Cat,Unknown,10 years,Domestic Shorthair Mix,Black/White
A798664,*Mikey,08/14/2019 12:27:00 PM,08/14/2019 12:27:00 PM,05/15/2019,Adoption,Foster,Cat,Neutered Male,2 months,Havana Brown Mix,Chocolate/White
A727229,*Amelia,06/29/2016 12:23:00 PM,06/29/2016 12:23:00 PM,04/13/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A668849,Coco,04/16/2014 06:37:00 PM,04/16/2014 06:37:00 PM,12/10/2011,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Brown
A709468,,08/09/2015 02:57:00 PM,08/09/2015 02:57:00 PM,08/09/2012,Euthanasia,Suffering,Cat,Unknown,3 years,Domestic Shorthair Mix,White/Brown Tabby
A767021,Dexter,02/21/2018 06:45:00 PM,02/21/2018 06:45:00 PM,08/21/2016,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Brown/Black
A716002,Louie,11/16/2015 12:31:00 PM,11/16/2015 12:31:00 PM,11/12/2006,Return to Owner,,Dog,Neutered Male,9 years,Beagle,White/Brown
A816213,,04/10/2020 01:17:00 PM,04/10/2020 01:17:00 PM,04/10/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A763695,,12/18/2017 04:01:00 PM,12/18/2017 04:01:00 PM,04/14/2017,Transfer,Partner,Dog,Spayed Female,8 months,Yorkshire Terrier Mix,White
A784530,Oso,12/21/2018 06:50:00 PM,12/21/2018 06:50:00 PM,11/16/2016,Adoption,,Dog,Neutered Male,2 years,Leonberger Mix,Brown/Black
A681935,*Betty,07/13/2014 05:59:00 PM,07/13/2014 05:59:00 PM,05/06/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A700240,*Danka,04/18/2015 06:30:00 PM,04/18/2015 06:30:00 PM,04/14/2005,Transfer,Partner,Dog,Intact Female,10 years,Dachshund Mix,Red
A776792,*Belle,08/21/2018 12:29:00 PM,08/21/2018 12:29:00 PM,07/19/2016,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie
A710671,,08/31/2015 04:46:00 PM,08/31/2015 04:46:00 PM,06/11/2015,Adoption,,Dog,Neutered Male,2 months,Catahoula/Cardigan Welsh Corgi,Black/White
A703834,*Maggie,07/19/2015 12:27:00 PM,07/19/2015 12:27:00 PM,05/29/2013,Transfer,Partner,Dog,Spayed Female,2 years,Black Mouth Cur Mix,Fawn/White
A807605,Lucid,11/01/2019 04:11:00 PM,11/01/2019 04:11:00 PM,10/27/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,Tortie
A693034,Mishiro,12/01/2014 11:32:00 AM,12/01/2014 11:32:00 AM,05/30/2013,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Black
A687699,,09/10/2014 07:42:00 AM,09/10/2014 07:42:00 AM,09/08/2013,Euthanasia,Suffering,Dog,Intact Female,1 year,German Shepherd/Labrador Retriever,Brown/Black
A679437,Princess,07/07/2014 12:52:00 PM,07/07/2014 12:52:00 PM,05/21/2013,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A668142,Sox,12/11/2013 05:43:00 PM,12/11/2013 05:43:00 PM,10/05/2013,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate/White
A696929,Timber,04/29/2015 05:31:00 PM,04/29/2015 05:31:00 PM,12/06/2014,Adoption,Foster,Dog,Neutered Male,4 months,Siberian Husky Mix,Gray/White
A756530,Conscience,08/25/2017 12:54:00 PM,08/25/2017 12:54:00 PM,08/21/2016,Adoption,,Dog,Intact Female,1 year,Dachshund Mix,Tan/White
A672308,Layla,02/11/2014 04:15:00 PM,02/11/2014 04:15:00 PM,02/07/2012,Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A799107,Jane,07/14/2019 04:33:00 PM,07/14/2019 04:33:00 PM,07/05/2010,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie
A703514,*Branson,08/12/2015 02:56:00 PM,08/12/2015 02:56:00 PM,03/25/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Blue Tabby
A752364,Lady,06/27/2017 06:02:00 PM,06/27/2017 06:02:00 PM,10/21/2016,Adoption,,Dog,Spayed Female,8 months,Pit Bull Mix,Blue/White
A727364,,05/25/2016 06:59:00 PM,05/25/2016 06:59:00 PM,05/21/2015,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A757511,051,10/03/2017 01:43:00 PM,10/03/2017 01:43:00 PM,09/03/2016,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White
A736318,Dixie,11/30/2016 11:38:00 AM,11/30/2016 11:38:00 AM,10/01/2016,Adoption,,Dog,Spayed Female,1 month,Collie Smooth Mix,Black/White
A711553,*Abbott,12/30/2015 08:12:00 AM,12/30/2015 08:12:00 AM,09/08/2011,Adoption,Foster,Dog,Neutered Male,4 years,Cardigan Welsh Corgi Mix,Tricolor
A777712,*Peanut,06/26/2019 04:14:00 PM,06/26/2019 04:14:00 PM,05/11/2018,Adoption,Foster,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,White/Black
A700623,,04/17/2015 10:45:00 AM,04/17/2015 10:45:00 AM,04/16/2014,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown
A795117,Princezz,05/19/2019 12:15:00 PM,05/19/2019 12:15:00 PM,02/16/2019,Adoption,,Dog,Spayed Female,3 months,Boxer/Pit Bull,Black/White
A729381,Sam,03/09/2018 01:52:00 PM,03/09/2018 01:52:00 PM,01/17/2016,Rto-Adopt,,Dog,Neutered Male,2 years,Maltese Mix,White
A681515,Lucky,07/02/2014 03:10:00 PM,07/02/2014 03:10:00 PM,06/17/2012,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White
A725587,,04/30/2016 05:52:00 PM,04/30/2016 05:52:00 PM,04/15/2016,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby
A691146,Mimi,12/03/2014 02:37:00 PM,12/03/2014 02:37:00 PM,10/30/2006,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A815125,,03/15/2020 04:59:00 PM,03/15/2020 04:59:00 PM,03/11/2019,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Alaskan Husky,Brown/Tan
A761506,Prince,11/14/2017 02:06:00 PM,11/14/2017 02:06:00 PM,11/06/2015,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,Black/White
A695042,Spike,01/18/2015 12:35:00 PM,01/18/2015 12:35:00 PM,01/10/2009,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A791324,,03/26/2019 02:53:00 PM,03/26/2019 02:53:00 PM,03/22/2019,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,White
A666550,,11/08/2013 02:48:00 PM,11/08/2013 02:48:00 PM,11/03/2008,Transfer,SCRP,Cat,Intact Female,5 years,Domestic Shorthair Mix,Torbie
A755986,Harley,11/13/2018 02:03:00 PM,11/13/2018 02:03:00 PM,11/13/2016,Return to Owner,,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White
A821557,*Pomona,09/12/2020 10:46:00 AM,09/12/2020 10:46:00 AM,08/14/2019,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull,Blue/White
A782903,,10/27/2018 05:02:00 PM,10/27/2018 05:02:00 PM,08/07/2018,Adoption,,Dog,Spayed Female,2 months,Siberian Husky,Black/Gray
A688444,*Louise,12/29/2014 03:13:00 PM,12/29/2014 03:13:00 PM,08/04/2014,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A711860,*Randy,10/18/2015 03:57:00 PM,10/18/2015 03:57:00 PM,07/28/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A633994,Pumpkin,10/28/2017 05:42:00 PM,10/28/2017 05:42:00 PM,08/03/2010,Adoption,,Dog,Spayed Female,7 years,Golden Retriever Mix,Gold/Brown
A751111,*Spitz,06/20/2017 03:34:00 PM,06/20/2017 03:34:00 PM,06/04/2016,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Wirehair Mix,Cream
A726569,Guildenstern,05/31/2016 06:29:00 PM,05/31/2016 06:29:00 PM,04/05/2016,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby
A763713,*Fallon,01/13/2018 05:27:00 PM,01/13/2018 05:27:00 PM,12/14/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A781950,,10/15/2018 06:02:00 PM,10/15/2018 06:02:00 PM,03/08/2018,Adoption,,Dog,Neutered Male,7 months,Flat Coat Retriever Mix,Black
A812468,,01/27/2020 01:32:00 PM,01/27/2020 01:32:00 PM,12/16/2019,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Blue
A825301,,11/02/2020 05:59:00 PM,11/02/2020 05:59:00 PM,11/01/2007,Return to Owner,,Dog,Neutered Male,13 years,Labrador Retriever Mix,Tan/White
A650312,Midnight,12/15/2013 04:19:00 PM,12/15/2013 04:19:00 PM,10/26/2012,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A656489,Popeye,03/28/2017 09:41:00 AM,03/28/2017 09:41:00 AM,04/19/2013,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A698558,,05/08/2015 04:12:00 PM,05/08/2015 04:12:00 PM,03/11/2015,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/Boxer,White/Cream
A714706,,10/27/2015 12:20:00 PM,10/27/2015 12:20:00 PM,10/05/2015,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black Brindle
A815054,*Hulk,04/29/2020 01:51:00 PM,04/29/2020 01:51:00 PM,03/10/2019,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull,Blue/White
A793043,,04/18/2019 06:00:00 PM,04/18/2019 06:00:00 PM,04/03/2019,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A778762,*Amber,09/01/2018 12:07:00 PM,09/01/2018 12:07:00 PM,05/20/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A711435,*Minnie,09/10/2015 12:41:00 PM,09/10/2015 12:41:00 PM,04/06/2015,Transfer,Partner,Dog,Intact Female,5 months,Dachshund/Labrador Retriever,Brown Brindle
A786541,Fat Girl,01/07/2019 04:51:00 PM,01/07/2019 04:51:00 PM,01/07/2003,Rto-Adopt,,Dog,Spayed Female,16 years,Cairn Terrier Mix,Gray/Brown
A738605,Mack,10/03/2017 06:08:00 PM,10/03/2017 06:08:00 PM,08/19/2010,Return to Owner,,Dog,Neutered Male,7 years,Rat Terrier/Labrador Retriever,Tan/White
A757548,064,09/15/2017 02:05:00 PM,09/15/2017 02:05:00 PM,09/03/2015,Transfer,Partner,Dog,Intact Female,2 years,Collie Smooth Mix,Brown/White
A707409,Leia,01/11/2016 01:11:00 PM,01/11/2016 01:11:00 PM,02/13/2015,Adoption,,Dog,Spayed Female,10 months,German Shepherd Mix,Black/Tan
A759849,,10/08/2017 07:19:00 PM,10/08/2017 07:19:00 PM,09/16/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black/White
A749099,,05/15/2017 04:15:00 PM,05/15/2017 04:15:00 PM,03/11/2017,Transfer,Partner,Dog,Intact Female,2 months,Great Pyrenees Mix,Brown Brindle/White
A720872,Zina,04/06/2016 05:26:00 PM,04/06/2016 05:26:00 PM,02/16/2013,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A700806,,04/20/2015 10:17:00 AM,04/20/2015 10:17:00 AM,10/19/2014,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat,Brown
A795876,Jax,06/03/2019 02:55:00 PM,06/03/2019 02:55:00 PM,11/25/2016,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever/Greyhound,Brown/White
A744301,Rex,03/04/2017 06:00:00 PM,03/04/2017 06:00:00 PM,02/26/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A692728,Lady Red,11/25/2014 06:13:00 PM,11/25/2014 06:13:00 PM,06/25/2011,Return to Owner,,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown
A785086,Maxie,12/10/2018 05:00:00 PM,12/10/2018 05:00:00 PM,05/26/2017,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/Brown
A782857,,10/24/2018 10:57:00 AM,10/24/2018 10:57:00 AM,08/07/2018,Transfer,Partner,Dog,Intact Male,2 months,Great Pyrenees Mix,Brown/Black
A777803,,08/13/2018 04:58:00 PM,08/13/2018 04:58:00 PM,08/07/2011,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/Brown
A704143,Puppy,06/25/2015 05:51:00 PM,06/25/2015 05:51:00 PM,06/01/2013,Euthanasia,Aggressive,Dog,Intact Male,2 years,Pit Bull/Boxer,Black/White
A798865,Kourage,07/20/2019 06:31:00 PM,07/20/2019 06:31:00 PM,07/01/2018,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair,Black/Tricolor
A787659,Aspen,02/02/2019 03:13:00 PM,02/02/2019 03:13:00 PM,01/17/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Lilac Point
A680890,,06/09/2014 06:21:00 PM,06/09/2014 06:21:00 PM,06/09/2012,Euthanasia,Suffering,Dog,Intact Female,2 years,Miniature Poodle,White
A738324,Stewart,05/25/2017 11:20:00 AM,05/25/2017 11:20:00 AM,11/12/2013,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Black/White
A716568,*Trixie,11/29/2015 05:09:00 PM,11/29/2015 05:09:00 PM,02/25/2015,Adoption,,Dog,Spayed Female,9 months,Feist Mix,Tan/White
A790078,Cece,03/12/2019 04:26:00 PM,03/12/2019 04:26:00 PM,08/02/2007,Return to Owner,,Dog,Spayed Female,11 years,Cardigan Welsh Corgi Mix,Tricolor
